rule,rung,mode,metric,window,value,threshold,verdict,od3_row,note
R8,z120_c,copies,"led_fix inventory fraction, evap_tropo",established,0.0,0.02,pass,"Intervention, per tag",whole day 0.000e+00
R8,z120_c,copies,"led_fix inventory fraction, evap_strat",established,0.0,0.02,pass,"Intervention, per tag",whole day 0.000e+00
R5,z120_c,copies,"copies' own residual, max over hours",whole day,0.0001661401029100066,0.0002,pass,Comparator: its own residual,at 24 h 1.987e-05
R5,z120_c,copies,"copies' repair, gross, per day",established,0.021380844051284716,0.002,fail,Comparator: its repair,whole day 3.296e-02; signed ledger over the day 2.125e-02
R4,z120_fo,default,"gross residual at 24 h, of the water",24 h,3.001903259763895e-05,0.002,pass,"Closure, water",
R4,z120_fo,default,second 12 h minus first 12 h,0-12-24 h,1.713545050486249e-05,0.0,fail,"Closure, water","first 6.442e-06, second 2.358e-05"
R8,z120_fo,default,partition repair retained gross per day,established,0.008679405541680608,0.005,fail,"Intervention, aggregate",whole day 8.318e-03
R8,z120_fo,default,"led_fix inventory fraction, tropo",established,0.010848887692306285,0.02,pass,"Intervention, per tag",whole day 1.085e-02
R8,z120_fo,default,"led_inc inventory fraction, tropo",whole day,0.1946175777923007,,reported,"Intervention, per tag (led_inc reported)",
R8,z120_fo,default,"led_fix inventory fraction, strat",established,0.03564700508149977,0.02,fail,"Intervention, per tag",whole day 3.565e-02
R8,z120_fo,default,"led_inc inventory fraction, strat",whole day,0.08354103738834877,,reported,"Intervention, per tag (led_inc reported)",
R8,z120_fo,default,"led_fix inventory fraction, evap",established,0.0,0.02,pass,"Intervention, per tag",whole day 0.000e+00
R8,z120_fo,default,"led_inc inventory fraction, evap",whole day,0.0951555826822491,,reported,"Intervention, per tag (led_inc reported)",
R8,z120_fo,default,"led_fix inventory fraction, evap_tropo",established,0.0,0.02,pass,"Intervention, per tag",whole day 0.000e+00
R8,z120_fo,default,"led_inc inventory fraction, evap_tropo",whole day,0.095155582682249,,reported,"Intervention, per tag (led_inc reported)",
R8,z120_fo,default,"led_fix inventory fraction, evap_strat",established,0.0,0.02,pass,"Intervention, per tag",whole day 0.000e+00
R8,z120_fo,default,"led_inc inventory fraction, evap_strat",whole day,0.09515558268224913,,reported,"Intervention, per tag (led_inc reported)",
R4,z120_fo,copies,"gross residual at 24 h, of the water",24 h,0.5992359925504633,0.002,fail,"Closure, water",
R4,z120_fo,copies,second 12 h minus first 12 h,0-12-24 h,0.5500375207272941,0.0,fail,"Closure, water","first 2.460e-02, second 5.746e-01"
R8,z120_fo,copies,partition repair retained gross per day,established,0.11069703831499247,0.005,fail,"Intervention, aggregate",whole day 1.061e-01
R8,z120_fo,copies,"led_fix inventory fraction, tropo",established,0.3431031119058435,0.02,fail,"Intervention, per tag",whole day 3.431e-01
R8,z120_fo,copies,"led_fix inventory fraction, strat",established,0.5452337591207754,0.02,fail,"Intervention, per tag",whole day 5.452e-01
R8,z120_fo,copies,"led_fix inventory fraction, evap",established,0.0,0.02,pass,"Intervention, per tag",whole day 0.000e+00
R8,z120_fo,copies,"led_fix inventory fraction, evap_tropo",established,0.0,0.02,pass,"Intervention, per tag",whole day 0.000e+00
R8,z120_fo,copies,"led_fix inventory fraction, evap_strat",established,0.0,0.02,pass,"Intervention, per tag",whole day 0.000e+00
R5,z120_fo,copies,"copies' own residual, max over hours",whole day,0.008940119150291716,0.0002,fail,Comparator: its own residual,at 24 h 2.600e-03
R5,z120_fo,copies,"copies' repair, gross, per day",established,0.9427330480575087,0.002,fail,Comparator: its repair,whole day 9.093e-01; signed ledger over the day 7.460e-01
R9,z30_c,default,"q_tag_led_repair, (60, 1) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00
R9,z30_c,default,"q_tag_led_repair, (30, 1) over (60, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z30_c,default,"q_tag_led_repair, (120, 2) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00
R9,z30_c,default,"q_tag_led_repair, (120, 10) over (120, 2)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00
R9,z30_c,default,"q_tag_inc_left, (60, 1) over (120, 1)",6-7 h,0.4221347895299221,0.75,pass,Refinement,4.145e-07 over 9.820e-07
R9,z30_c,default,"q_tag_inc_left, (30, 1) over (60, 1)",6-7 h,0.429428009476198,0.75,pass,Refinement,1.780e-07 over 4.145e-07; parent moved more than 1%
R9,z30_c,default,"q_tag_inc_left, (120, 2) over (120, 1)",6-7 h,0.013917744308333485,0.75,pass,Refinement,1.367e-08 over 9.820e-07
R9,z30_c,default,"q_tag_inc_left, (120, 10) over (120, 2)",6-7 h,7.639815517857397e-07,0.75,pass,Refinement,1.044e-14 over 1.367e-08
R6,z30_c,copies,"copies' repair per hour, (60, 1) over (120, 1)",6-7 h,0.8022299165973178,1.1,pass,Comparator: refinement,2.084e-04 over 2.598e-04
R6,z30_c,copies,"copies' repair per hour, (30, 1) over (60, 1)",6-7 h,0.7985730218054023,1.1,pass,Comparator: refinement,1.664e-04 over 2.084e-04; parent moved more than 1%
R6,z30_c,copies,"copies' repair per hour, (120, 2) over (120, 1)",6-7 h,0.2837673532220316,1.1,pass,Comparator: refinement,7.372e-05 over 2.598e-04
R6,z30_c,copies,"copies' repair per hour, (120, 10) over (120, 1)",6-7 h,0.1939767849393937,1.1,pass,Comparator: refinement,5.040e-05 over 2.598e-04
R9,z30_fo,default,"q_tag_led_repair, (60, 1) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z30_fo,default,"q_tag_led_repair, (30, 1) over (60, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z30_fo,default,"q_tag_led_repair, (120, 2) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00
R9,z30_fo,default,"q_tag_led_repair, (120, 10) over (120, 2)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00
R9,z30_fo,default,"q_tag_inc_left, (60, 1) over (120, 1)",6-7 h,0.41847089614102734,0.75,pass,Refinement,4.173e-07 over 9.973e-07; parent moved more than 1%
R9,z30_fo,default,"q_tag_inc_left, (30, 1) over (60, 1)",6-7 h,0.43837419597151067,0.75,pass,Refinement,1.830e-07 over 4.173e-07; parent moved more than 1%
R9,z30_fo,default,"q_tag_inc_left, (120, 2) over (120, 1)",6-7 h,0.011828208107702902,0.75,pass,Refinement,1.180e-08 over 9.973e-07
R9,z30_fo,default,"q_tag_inc_left, (120, 10) over (120, 2)",6-7 h,3.206930319467443e-05,0.75,pass,Refinement,3.783e-13 over 1.180e-08
R6,z30_fo,copies,"copies' repair per hour, (60, 1) over (120, 1)",6-7 h,1.1221730052268772,1.1,fail,Comparator: refinement,8.977e-04 over 7.999e-04; parent moved more than 1%
R6,z30_fo,copies,"copies' repair per hour, (30, 1) over (60, 1)",6-7 h,0.9917182174972081,1.1,pass,Comparator: refinement,8.902e-04 over 8.977e-04; parent moved more than 1%
R6,z30_fo,copies,"copies' repair per hour, (120, 2) over (120, 1)",6-7 h,0.9108286723000866,1.1,pass,Comparator: refinement,7.286e-04 over 7.999e-04
R6,z30_fo,copies,"copies' repair per hour, (120, 10) over (120, 1)",6-7 h,0.8881146792115656,1.1,pass,Comparator: refinement,7.104e-04 over 7.999e-04
R9,z60_c,default,"q_tag_led_repair, (60, 1) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z60_c,default,"q_tag_led_repair, (30, 1) over (60, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z60_c,default,"q_tag_led_repair, (120, 2) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00
R9,z60_c,default,"q_tag_led_repair, (120, 10) over (120, 2)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z60_c,default,"q_tag_inc_left, (60, 1) over (120, 1)",6-7 h,0.3673951233747741,0.75,pass,Refinement,1.539e-07 over 4.189e-07; parent moved more than 1%
R9,z60_c,default,"q_tag_inc_left, (30, 1) over (60, 1)",6-7 h,0.37656428402535924,0.75,pass,Refinement,5.796e-08 over 1.539e-07; parent moved more than 1%
R9,z60_c,default,"q_tag_inc_left, (120, 2) over (120, 1)",6-7 h,0.029586340936177045,0.75,pass,Refinement,1.239e-08 over 4.189e-07
R9,z60_c,default,"q_tag_inc_left, (120, 10) over (120, 2)",6-7 h,2.890013475046082e-06,0.75,pass,Refinement,3.582e-14 over 1.239e-08; parent moved more than 1%
R6,z60_c,copies,"copies' repair per hour, (60, 1) over (120, 1)",6-7 h,1.0622701649047104,1.1,pass,Comparator: refinement,3.952e-04 over 3.721e-04; parent moved more than 1%
R6,z60_c,copies,"copies' repair per hour, (30, 1) over (60, 1)",6-7 h,1.004867837547057,1.1,pass,Comparator: refinement,3.972e-04 over 3.952e-04; parent moved more than 1%
R6,z60_c,copies,"copies' repair per hour, (120, 2) over (120, 1)",6-7 h,0.8367448568467288,1.1,pass,Comparator: refinement,3.113e-04 over 3.721e-04
R6,z60_c,copies,"copies' repair per hour, (120, 10) over (120, 1)",6-7 h,0.7889879002626794,1.1,pass,Comparator: refinement,2.936e-04 over 3.721e-04; parent moved more than 1%
R9,z60_fo,default,"q_tag_led_repair, (60, 1) over (120, 1)",6-7 h,3.779281373075422,0.75,flag,Refinement,3.867e-03 over 1.023e-03; parent moved more than 1%
R9,z60_fo,default,"q_tag_led_repair, (30, 1) over (60, 1)",6-7 h,1.3396685247271285,0.75,flag,Refinement,5.180e-03 over 3.867e-03; parent moved more than 1%
R9,z60_fo,default,"q_tag_led_repair, (120, 2) over (120, 1)",6-7 h,0.6954920084529714,0.75,pass,Refinement,7.116e-04 over 1.023e-03; parent moved more than 1%
R9,z60_fo,default,"q_tag_led_repair, (120, 10) over (120, 2)",6-7 h,1.2835577888174279,0.75,flag,Refinement,9.133e-04 over 7.116e-04; parent moved more than 1%
R9,z60_fo,default,"q_tag_inc_left, (60, 1) over (120, 1)",6-7 h,0.5097773522759301,0.75,pass,Refinement,8.540e-07 over 1.675e-06; parent moved more than 1%
R9,z60_fo,default,"q_tag_inc_left, (30, 1) over (60, 1)",6-7 h,0.4089490501944279,0.75,pass,Refinement,3.493e-07 over 8.540e-07; parent moved more than 1%
R9,z60_fo,default,"q_tag_inc_left, (120, 2) over (120, 1)",6-7 h,0.036206830811427525,0.75,pass,Refinement,6.066e-08 over 1.675e-06; parent moved more than 1%
R9,z60_fo,default,"q_tag_inc_left, (120, 10) over (120, 2)",6-7 h,1.9502316677222803e-05,0.75,pass,Refinement,1.183e-12 over 6.066e-08; parent moved more than 1%
R6,z60_fo,copies,"copies' repair per hour, (60, 1) over (120, 1)",6-7 h,2.18149776177707,1.1,fail,Comparator: refinement,6.997e-03 over 3.207e-03; parent moved more than 1%
R6,z60_fo,copies,"copies' repair per hour, (30, 1) over (60, 1)",6-7 h,1.7230843708887393,1.1,fail,Comparator: refinement,1.206e-02 over 6.997e-03; parent moved more than 1%
R6,z60_fo,copies,"copies' repair per hour, (120, 2) over (120, 1)",6-7 h,0.5417094075679082,1.1,pass,Comparator: refinement,1.737e-03 over 3.207e-03; parent moved more than 1%
R6,z60_fo,copies,"copies' repair per hour, (120, 10) over (120, 1)",6-7 h,0.5454150535125986,1.1,pass,Comparator: refinement,1.749e-03 over 3.207e-03; parent moved more than 1%
R9,z120_c,default,"q_tag_led_repair, (60, 1) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z120_c,default,"q_tag_led_repair, (30, 1) over (60, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z120_c,default,"q_tag_led_repair, (120, 2) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z120_c,default,"q_tag_led_repair, (120, 10) over (120, 2)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z120_c,default,"q_tag_inc_left, (60, 1) over (120, 1)",6-7 h,0.42800841826532454,0.75,pass,Refinement,4.577e-07 over 1.069e-06; parent moved more than 1%
R9,z120_c,default,"q_tag_inc_left, (30, 1) over (60, 1)",6-7 h,0.4356121776251052,0.75,pass,Refinement,1.994e-07 over 4.577e-07; parent moved more than 1%
R9,z120_c,default,"q_tag_inc_left, (120, 2) over (120, 1)",6-7 h,0.0480565336469001,0.75,pass,Refinement,5.139e-08 over 1.069e-06; parent moved more than 1%
R9,z120_c,default,"q_tag_inc_left, (120, 10) over (120, 2)",6-7 h,1.0515165015391264e-05,0.75,pass,Refinement,5.404e-13 over 5.139e-08; parent moved more than 1%
R6,z120_c,copies,"copies' repair per hour, (60, 1) over (120, 1)",6-7 h,1.036895563866625,1.1,pass,Comparator: refinement,1.649e-03 over 1.590e-03; parent moved more than 1%
R6,z120_c,copies,"copies' repair per hour, (30, 1) over (60, 1)",6-7 h,0.9734997296679329,1.1,pass,Comparator: refinement,1.605e-03 over 1.649e-03; parent moved more than 1%
R6,z120_c,copies,"copies' repair per hour, (120, 2) over (120, 1)",6-7 h,0.8958281512282114,1.1,pass,Comparator: refinement,1.425e-03 over 1.590e-03; parent moved more than 1%
R6,z120_c,copies,"copies' repair per hour, (120, 10) over (120, 1)",6-7 h,0.9026990541829389,1.1,pass,Comparator: refinement,1.436e-03 over 1.590e-03; parent moved more than 1%
R9,z120_fo,default,"q_tag_led_repair, (60, 1) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z120_fo,default,"q_tag_led_repair, (30, 1) over (60, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z120_fo,default,"q_tag_led_repair, (120, 2) over (120, 1)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z120_fo,default,"q_tag_led_repair, (120, 10) over (120, 2)",6-7 h,,0.75,vacuous (no throughput on either rung),Refinement,0.000e+00 over 0.000e+00; parent moved more than 1%
R9,z120_fo,default,"q_tag_inc_left, (60, 1) over (120, 1)",6-7 h,0.3829885375060351,0.75,pass,Refinement,3.089e-07 over 8.066e-07; parent moved more than 1%
R9,z120_fo,default,"q_tag_inc_left, (30, 1) over (60, 1)",6-7 h,0.4088693165147666,0.75,pass,Refinement,1.263e-07 over 3.089e-07; parent moved more than 1%
R9,z120_fo,default,"q_tag_inc_left, (120, 2) over (120, 1)",6-7 h,0.03918795128182548,0.75,pass,Refinement,3.161e-08 over 8.066e-07; parent moved more than 1%
R9,z120_fo,default,"q_tag_inc_left, (120, 10) over (120, 2)",6-7 h,2.6783918850243455e-05,0.75,pass,Refinement,8.466e-13 over 3.161e-08; parent moved more than 1%
R6,z120_fo,copies,"copies' repair per hour, (60, 1) over (120, 1)",6-7 h,1.1655036440910698,1.1,fail,Comparator: refinement,6.209e-03 over 5.328e-03; parent moved more than 1%
R6,z120_fo,copies,"copies' repair per hour, (30, 1) over (60, 1)",6-7 h,1.1482119175506034,1.1,fail,Comparator: refinement,7.130e-03 over 6.209e-03; parent moved more than 1%
R6,z120_fo,copies,"copies' repair per hour, (120, 2) over (120, 1)",6-7 h,1.0363899855945784,1.1,pass,Comparator: refinement,5.521e-03 over 5.328e-03; parent moved more than 1%
R6,z120_fo,copies,"copies' repair per hour, (120, 10) over (120, 1)",6-7 h,1.0638666759354187,1.1,pass,Comparator: refinement,5.668e-03 over 5.328e-03; parent moved more than 1%
R7,z30_c,default vs copies,"tropo at 1 h, L1",1 h,0.0027760007203142104,0.01,not assessable (R5 failed),"Provenance, per tag","region tag: L1=2.776e-03 (budget 0.01), Linf=1.668e-02 (budget 0.25); judged pass if it were scored"
R7,z30_c,default vs copies,"tropo at 24 h, L1",24 h,0.0025824345020810996,0.02,not assessable (R5 failed),"Provenance, per tag","region tag: L1=2.582e-03 (budget 0.02), Linf=6.508e-03 (budget 0.05); judged pass if it were scored"
R7,z30_c,default vs copies,"strat at 1 h, L1",1 h,0.0063078797717866725,0.01,not assessable (R5 failed),"Provenance, per tag","region tag: L1=6.308e-03 (budget 0.01), Linf=3.530e-02 (budget 0.25); judged pass if it were scored"
R7,z30_c,default vs copies,"strat at 24 h, L1",24 h,0.0040982930016168154,0.02,not assessable (R5 failed),"Provenance, per tag","region tag: L1=4.098e-03 (budget 0.02), Linf=1.341e-02 (budget 0.05); judged pass if it were scored"
R7,z30_c,default vs copies,"evap at 1 h, L1",1 h,0.06492827038213161,0.1,not assessable (R5 failed),"Provenance, per tag","source tag: L1=6.493e-02 (budget 0.1), Linf=7.046e-02 (budget 0.25); judged pass if it were scored"
R7,z30_c,default vs copies,"evap at 24 h, L1",24 h,0.004110407039628848,0.02,not assessable (R5 failed),"Provenance, per tag","source tag: L1=4.110e-03 (budget 0.02), Linf=8.220e-03 (budget 0.05); judged pass if it were scored"
R7,z30_c,default vs copies,"evap_tropo at 1 h, L1",1 h,0.06492827038213192,0.1,not assessable (R5 failed),"Provenance, per tag","source tag: L1=6.493e-02 (budget 0.1), Linf=7.046e-02 (budget 0.25); judged pass if it were scored"
R7,z30_c,default vs copies,"evap_tropo at 24 h, L1",24 h,0.004110407039629937,0.02,not assessable (R5 failed),"Provenance, per tag","source tag: L1=4.110e-03 (budget 0.02), Linf=8.220e-03 (budget 0.05); judged pass if it were scored"
R7,z30_c,default vs copies,"evap_strat at 1 h, abs L1 (small tag)",1 h,4.336824540413221e-09,2e-4 of the water,not assessable (R5 failed),"Provenance, per tag",small tag (share=5.7686693283239826e-09): abs_L1=4.337e-09 <= 2.316e-03; judged pass if it were scored
R7,z30_c,default vs copies,"evap_strat at 24 h, abs L1 (small tag)",24 h,5.70749931630122e-09,2e-4 of the water,not assessable (R5 failed),"Provenance, per tag",small tag (share=1.196687093042008e-07): abs_L1=5.707e-09 <= 2.321e-03; judged pass if it were scored
R7,z30_fo,default vs copies,"tropo at 1 h, L1",1 h,0.0015415176399763844,0.01,not assessable (R5 and R6 failed),"Provenance, per tag","region tag: L1=1.542e-03 (budget 0.01), Linf=8.879e-03 (budget 0.25); judged pass if it were scored"
R7,z30_fo,default vs copies,"tropo at 24 h, L1",24 h,0.8534571708443729,0.02,not assessable (R5 and R6 failed),"Provenance, per tag","region tag: L1=8.535e-01 (budget 0.02), Linf=6.979e-01 (budget 0.05); judged fail if it were scored"
R7,z30_fo,default vs copies,"strat at 1 h, L1",1 h,0.0039143191469779666,0.01,not assessable (R5 and R6 failed),"Provenance, per tag","region tag: L1=3.914e-03 (budget 0.01), Linf=2.106e-02 (budget 0.25); judged pass if it were scored"
R7,z30_fo,default vs copies,"strat at 24 h, L1",24 h,0.38371838155259325,0.02,not assessable (R5 and R6 failed),"Provenance, per tag","region tag: L1=3.837e-01 (budget 0.02), Linf=7.497e-01 (budget 0.05); judged fail if it were scored"
R7,z30_fo,default vs copies,"evap at 1 h, L1",1 h,0.04303498101146688,0.1,not assessable (R5 and R6 failed),"Provenance, per tag","source tag: L1=4.303e-02 (budget 0.1), Linf=6.373e-02 (budget 0.25); judged pass if it were scored"
R7,z30_fo,default vs copies,"evap at 24 h, L1",24 h,0.04517855793836336,0.02,not assessable (R5 and R6 failed),"Provenance, per tag","source tag: L1=4.518e-02 (budget 0.02), Linf=1.081e-01 (budget 0.05); judged fail if it were scored"
R7,z30_fo,default vs copies,"evap_tropo at 1 h, L1",1 h,0.043034981011466654,0.1,not assessable (R5 and R6 failed),"Provenance, per tag","source tag: L1=4.303e-02 (budget 0.1), Linf=6.373e-02 (budget 0.25); judged pass if it were scored"
R7,z30_fo,default vs copies,"evap_tropo at 24 h, L1",24 h,0.045178557938364394,0.02,not assessable (R5 and R6 failed),"Provenance, per tag","source tag: L1=4.518e-02 (budget 0.02), Linf=1.081e-01 (budget 0.05); judged fail if it were scored"
R7,z30_fo,default vs copies,"evap_strat at 1 h, abs L1 (small tag)",1 h,2.877520620107867e-09,2e-4 of the water,not assessable (R5 and R6 failed),"Provenance, per tag",small tag (share=5.773430836990019e-09): abs_L1=2.878e-09 <= 2.316e-03; judged pass if it were scored
R7,z30_fo,default vs copies,"evap_strat at 24 h, abs L1 (small tag)",24 h,6.301098396675126e-08,2e-4 of the water,not assessable (R5 and R6 failed),"Provenance, per tag",small tag (share=1.1732070787451552e-07): abs_L1=6.301e-08 <= 2.378e-03; judged pass if it were scored
R7,z60_c,default vs copies,"tropo at 1 h, L1",1 h,0.005673038132154327,0.01,not assessable (R5 failed),"Provenance, per tag","region tag: L1=5.673e-03 (budget 0.01), Linf=8.175e-02 (budget 0.25); judged pass if it were scored"
R7,z60_c,default vs copies,"tropo at 24 h, L1",24 h,0.003926590876341791,0.02,not assessable (R5 failed),"Provenance, per tag","region tag: L1=3.927e-03 (budget 0.02), Linf=5.502e-03 (budget 0.05); judged pass if it were scored"
R7,z60_c,default vs copies,"strat at 1 h, L1",1 h,0.013563924501206236,0.01,not assessable (R5 failed),"Provenance, per tag","region tag: L1=1.356e-02 (budget 0.01), Linf=1.769e-01 (budget 0.25); judged fail if it were scored"
