exclusive_s,inferences,specializations,method
0.054636,103,103,Base._xfadjoint_unwrap reduce.jl:154
0.054414,76,47,ClimaCore.Operators.instantiate_args /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Operators/common.jl:80
0.052713,215,215,UnrolledUtilities._unrolled_any /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:17
0.052453,1,1,CloudMicrophysics.Parameters.Chen2022VelTypeSmallIce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/parameters/TerminalVelocity.jl:236
0.052302,247,60,Base.iterate pair.jl:41
0.052228,54,30,ClimaCore.Operators.instantiate /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Operators/finitedifference.jl:378
0.051582,1,1,CreateParametersExt.GryanikParams /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/SurfaceFluxes/EdGRs/ext/CreateParametersExt.jl:267
0.051271,10,5,StaticArrays.* /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/matrix_multiply.jl:14
0.050761,4,4,StaticArrays.diag /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/linalg.jl:229
0.050709,3,2,Base.permutedims multidimensional.jl:1628
0.050441,1,1,CloudMicrophysics.Parameters.Blk1MVelTypeRain /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/CloudMicrophysics/2oGgm/src/parameters/TerminalVelocity.jl:37
0.050440,48,43,Base.MappingRF reduce.jl:100
0.050208,616,156,Base.Iterators.iterate iterators.jl:297
