exclusive_s,inferences,specializations,method
0.140711,3035,3032,UnrolledUtilities.unrolled_in /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:235
0.139825,6,6,ClimaCore.MatrixFields.field_matrix_solver_cache /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_matrix_solver.jl:502
0.137971,105,105,ClimaCore.DataLayouts.launch_pool_threads /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/scopes.jl:292
0.136644,2,1,Dates.tryparsenext_internal /dss/dsshome1/0D/di38kez/.julia/juliaup/julia-1.11.9+0.x64.linux.gnu/share/julia/stdlib/v1.11/Dates/src/parse.jl:125
0.135404,27,27,ClimaCore.MatrixFields.wrapped_prop_names /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name.jl:102
0.132864,183,99,Base.promote promotion.jl:398
0.131364,80,72,Base.convert number.jl:7
0.131314,631,631,UnrolledUtilities.unrolled_flatmap /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/UnrolledUtilities.jl:435
0.130311,2917,324,Base.indexed_iterate pair.jl:42
0.130304,14,14,ClimaCore.DataLayouts.propertynames /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/DataLayouts.jl:295
0.129798,145,31,Base._join_preserve_annotations strings/io.jl:356
0.129708,123,104,UnrolledUtilities._unrolled_reduce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/UnrolledUtilities/XxMVJ/src/manually_unrolled_functions.jl:62
0.128190,164,164,Base._iterator_upper_bound array.jl:743
0.127825,4,4,ClimaAtmos.set_cloud_fraction! /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/NVTX/IqPon/src/macro.jl:189
0.126870,4,4,ClimaAtmos.set_covariance_cache_and_cloud_fraction! /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameterized_tendencies/microphysics/cloud_fraction.jl:33
0.125309,3,3,ClimaAtmos.precomputed_quantities /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/cache/precomputed_quantities.jl:158
0.124883,199,142,Base.Iterators.pairs iterators.jl:279
0.123120,38,30,StaticArrays._mapreduce /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/StaticArrays/k7bbZ/src/mapreduce.jl:153
0.121537,2228,2228,ClimaCore.MatrixFields.#55 /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:111
0.120867,75,40,Base.setindex tuple.jl:55
0.119738,8,7,Base.Broadcast.copyto! broadcast.jl:928
0.119408,1,1,ClimaAtmos.prescribed_aerosol_parameters /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameters/create_parameters.jl:398
0.118627,15,15,ClimaCore.MatrixFields.unique_and_non_overlapping_values /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/MatrixFields/field_name_set.jl:339
0.118011,2,2,ClimaAtmos.BeresSourceParameters /dss/dsshome1/0D/di38kez/git/Clima/ClimaAtmosResiDyn-p4/src/parameters/create_parameters.jl:698
0.117276,89,38,ClimaCore.DataLayouts.getindex /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/indexing.jl:164
0.117244,16,10,ClimaCore.Fields.copy /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Fields/broadcast.jl:91
0.116529,554,554,ClimaCore.DataLayouts.layout_args /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/DataLayouts/broadcast.jl:126
0.116083,4,4,ClimaCore.Topologies._Topology2D /dss/dsstbyfs02/scratch/0D/di38kez/julia-depots/terrabyte-cpu/packages/ClimaCore/CYDDz/src/Topologies/topology2d.jl:313
